label	text
0	就因为我姓冷，从小学开始他们就叫我烤冷面，不管是别的班还是自己班，一直到现在，告了老师他们还敢这样
1	不用感觉，今晚就把你家拆了[太开心]
1	撕烂他的嘴，枪毙他！
1	那个美颜滤镜粉碎机他主子今晚是要赶着投胎吗，天天翻剑[awsl]，活不过今晚了估计，月初就缺流量挣点缺德[钱袋]给他主子烧点纸钱 
0	我也是！天津大学生支持天津大学生！那些事不关己只会碎嘴的人希望他下次遇到这种情况自己百分之百做到无愧于人民一点不失政策
0	学艺术
0	校园暴力，严惩不贷
0	心疼葱桶好不容易挣来的十分，马达引擎，天天辛苦了，彭金也很棒大家单项加油！
1	你人呢？出来来，来聊聊。我的评论哪里让您想到了我的母亲？您来说说？
1	什么垃圾啊大晚上看得血压上来了
1	gc和她本人一样好上 充气娃娃就是廉价[舔屏] 想上就上 
1	我发啥还用你指导啊？小sb，先破一下一万粉再bb
1	女孩子不要下嫁不要下嫁不要下嫁！不要可怜男人！不要可怜男人！不要可怜男人！同情男人是噩梦的开始！同情男人是噩梦的开始！同情男人是噩梦的开始！多爱爱自己好吗？男人有的是人爱 多爱自己多爱自己多爱自己！！！
0	不是，网暴是不对，但是ta高风险地区回来的，应该至少居家隔离7天吧，父母也要隔离啊。去年大连疫情，我朋友就是在封校前回去的，全家都居家隔离了。不知道这个在干什么
0	小偷闺蜜博同情呵呵
1	让他饿死
1	呦呦呦，一张嘴一股好为人师的剑味，哪来的优越感啊，你这奴性是骨子里带出来的吧[爱你]
1	这个男的只是把女儿认为是自己的附属品，如果她夜不归宿做了那种事，会让自己没面子，会觉得自己的东西被侵犯了而已。变态狂
1	做人不能太 任豪，做个任，豪吗
0	恶魔都是人造的
0	受不了先揍那几个男生 
0	2
1	我一直以为赵ly当[鸡]是假的 毕竟她素人时期的长相就…… 没想到居然是真的 然后我才知道什么玉镯什么1v8还是1v5来着 
1	给你看的，人至剑则无敌。 吸睛路上第一名。任何美好的事情到蛆眼里都是肮脏的[打call][打call]你就是那条蛆女性互相欣赏，互相扶...
1	性生活匮乏或不和谐的女性容易高发死缠烂打无理取闹的行为，因为她们视缠斗如调情，有利其“助性”，这是个学术探讨问题，其实是可怜人。
0	校园暴力，严惩不贷
1	死2个 还有他妈一起死
0	偷东西久偷东西，整个勾八的抑郁出来，以后犯法都用抑郁来挡箭牌呗
0	内部人泄露的吧
1	这就是那个不带你马嘉祺爹活不下去的那个[舔屏]
0	自评表而已骗得了医学生？
1	得了吧 什么傻逼传人老谣 记得开直播吃屎[航母]
1	有人众筹打断他两条腿吗，我参加，
1	禽兽不如
0	真实
1	有妈生没人养四处叫真可怜
1	“你怎么不把自己给忘了？”
0	偷就算了  还发墙是最骚的
0	2，但我后面帮我朋友报仇了
1	我寻思着，内幕你很了解是吗？如果杨颖真是无辜的，被小三那她甩锅有什么不对吗？就活该背黑锅呗不能解释呗？看啥发言都像绿茶你不先反省下自己？果然对女性有最大恶意的好像永远都是部分女性
0	那百分之十五的都是好人呀
1	拿把刀在他身上捅穿都他妈不解气
0	妈耶妈耶，把人拉黑了然后接着阴阳怪气说不看就回复，这有啥的讨论一下嘛，你觉得人家做的阴阳怪气我觉得没有有啥还得拉黑的
0	恨
1	杀了他=）
0	可以看出这个孩子多爱英语（滑稽）
1	三大赛挂0的肥猪莎别来碰瓷了谢谢 
1	直接枪毙把，谢谢。真是祸害遗千年
0	没人可以否定你
1	姐姐你要注意哦[doge]
1	脑子有屎吧，真应该拉出去枪毙
0	好似[瓶塞瓶塞]
0	阿德勒 自卑与超越
1	把男的狗日应该让那个出租车司机捅死
1	其他家是粉丝更见，您这位老6是本人亲身上阵
1	[微笑]什么垃圾博主，东北化？有能耐别编辑啊，东北人杀你die还是杀你[马脸]了？啥事都能带上你东北父母可真行。
0	格局牛啊
1	好喜欢看肆意说话说话那种半死不活上气不接下气的感觉[太开心][太开心][太开心] 
1	宗桑[一堆屎]
0	向向向人暴力了。
0	第五张 花滑着实给5G作贡献了
1	你是装亖还是真的亖了？也是，嗑这种缺德cp出门是得看着点路 
1	真他妈吐了，还敢说别人
0	合着你个事后诸葛亮以为谁都上帝视角？
1	是小野模[愤怒的脸]
1	倒贴货
0	高风险回家应该隔离吧，要是不乱窜应该也没这么严重吧
0	人家是正常生活啊，在没有疫情的期间去商场也属于正常行为吧，而且去商场也都会按规定戴口罩的，可以理解网友提建议注意防范少出门，但是泄露信息网暴太过分了吧，泄露信息不犯法吗？
0	请注意!校园暴力和校园欺凌不属于同一级别!请把机会留给那些真正遭受暴力的人！
1	原来你和肖肖在床上啊，怪不得没空管我，隔这样久才回我
0	我会带着我兄弟把他们堵厕所里边
0	我爸妈老说我不会读书就不要读了，打工赚钱给他们用吧
1	殖人属实是每天都让人大开眼界
1	艾特你一下怕你看不到，卖屁眼忙着呢吗，怎么不回了
1	公司的好孙子，下次别联动喊卡四了，直接让你爷爷多捞捞你就好了[偷乐]
1	怪你吗
1	“我真的后悔把你生下来，当初就应该掐死你”
1	好翻翻她的评论区吧评论区的造谣辱骂全是饭圈撕逼和骂人的，这种营销号存在的意义是什么？清朗了，为什么这种东西还存在
1	打的太晚了！！！该打。
0	苍天！！！！！！！
1	别卖弄茶艺了宝宝 [恐惧中尖叫的脸]管好你评论区的小忠犬们 一个个多爱你 别带我担了 笨人确实很疯[恐惧中尖叫的脸][恐惧中尖叫的脸] 大不了切薅再来可不怕你lh 
1	你的宗教信仰中，地狱所占据的份额偏大
0	人一旦长大了，就会忘记年轻时的悲伤
0	3
1	玉林也是 广西的[开学季][开学季][开学季]哈哈哈哈哈哈哈哈哈。广西确实是个b地方[开学季][开学季] 
1	你真的活像个纯种[哼]
1	发多少帖子跟你丫有关系吗？你要正常评论，你被莫名其妙被人说一句你别多管闲事，你舒服啊？还有一条狗骂人，也就在网络上你们敢狗叫了！
0	大概率是周围人和她自己及家人朋友泄漏的信息，现在这人的嘴多松啊，而且那么大一批人医护真的懒得记着谁是谁
1	怎么，路温养的狗，别人说不得吗？只准路温的狗内涵别人，不准别人骂你，你只是人家养的狗啊
0	昨天中午直接有贴名字的
0	他们叫我肚子因为我叫杜**
1	被我的我的狗草死你妈的跪着要饭的夹尾巴土狗这么快就你妈放弃了吗？！马后炮。垃圾单挑又板了
0	我几乎没听过什么夸我的话。就算夸也是那种商业性夸。
0	注意安全，願能早日歸家
1	45国男死了 你全家也死了好不[泪][泪][泪] 
1	可你麻麻死了我就开心了啊[笑眯眯的脸][笑眯眯的脸]
0	为了你好......
0	笑死，把钱还了谁骂你啊，干错事了得个抑郁症就完了，抑郁症直呼晦气
1	尼玛的追星把脑子追没了吧？？不会说话可以闭嘴 狗都比你会叫
0	属于，我已经被这样针对过了。
1	没收到钱，收你的命吗？
0	有可能是2013年的
1	任太君小[脑]扭伤了吧！
1	希望他和他妈  被所有人 折磨而死
1	两个司马玩意赶紧滚
0	真谍中谍了属于、
1	你这是犯贱懂吗？别人有自己的解释想法难道不行？一开始直接说投“不支持”的处以死刑，那不就没人敢投“不支持”了，别人投“不支持”有别人的解释和想法
1	迷之自信的文案 卖弄风骚的堕胎肚 
0	势利眼老师看多了这种老师
1	你妈应该很后悔生了你吧[哆啦A梦微笑]
0	3333
1	确实；疫情期间擅自出门确实有问题，必须要惩罚；但别人情侣约会需要向谁报备吗？另外祝小编生儿子没py
1	拿刀杀了他们：）wco
0	不想努力了，横竖都是错
0	我乖了她也不爱我
1	最好把他饿死！！！气死我了！
0	听惯了，也就习惯了
0	你这头像看起来就不会输
1	网评员，司马南粉丝，这些货都有一些共同的特征：双标，不会换位思考，没有同理心，不能逻辑自洽。 
0	1
1	必须死
0	钓鱼的
0	他来大连集中隔离了吗?他来大连到底出门了没有?他返回大连一共做了几次核酸呢?没有流调我们很着急，我们打工人一年就过年回趟家。
0	网暴人家的是不是有毛病，正常放假回自己加，偶尔出门吃点好吃的不幸感染，回家后积极配合社区工作，敢问哪里有错
0	我信你
0	我们班女生就因为我是唯一梳短发的排挤我……草
0	往事不堪回首
1	这他妈带了口罩的鞋拔子
1	由此可见，她的家人是多不要脸，生出这样的就不奇怪了
0	他说被网暴就是啊！他说没出门，怎么就那么多的密接，那么多公共场所被封，那么多时空伴随者连夜冒着寒风做核酸？媒体能不能调查清楚真相再发布啊！！！多少因为她要回不去家过年，破坏了计划，怎么大家就不能有点抱怨啊！在社区群嚣张跋扈的样子怎么不在采访的时候展示一下呢
0	没用的
1	烦死了 评论里为什么有人在争高攀还是下嫁啊 TM的还“我反正觉得是高攀” 那行 我反正觉得是下嫁 我没打算改变你也不想吵 这玩意儿又不是重点 纠结这种词干嘛啊？做过阅读理解的难道看不出我中心思想就是提醒姐妹多爱自己吗？别TM在这一楼里众人皆醉我独醒了 自己开个楼爱咋说咋说 烦死了 删评了杠精滚
1	这种事还鼓励？估计他继续努力当小三还是被人操？
0	顶你！！！看看这一层排在前面的评论，装出一副给发声学生声援的样子，去讥讽真正有觉悟的人，你们不也正在网暴吗。。。真是可笑
1	我会杀了他们，所有人。
0	别这样
1	一群蝻的还无动于衷
0	全国统一
0	好爱up主的父母
0	有过
1	你TM是不是有毛病啊，动手那么打，还冲头部，女的又不是哑巴，肯定骂啊，要是女的有力气，打死他都不为过，气死我了
1	不是，你二臂吧
1	你妈妈喊你回去给她烧纸，她在地下没钱用了
1	你妈妈昨晚也是这么跟我说的，我给她射进去了，她跟我说反弹
0	法律分析：辱骂、侮辱国家运动员构成违法、犯罪《中华人民共和国治安管理处罚法》 第四十二条 公然侮辱他人或者捏造事实诽谤他人的，处五日以下拘留或者五百元以下罚款;情节较重的，处五日以上十日以下拘留，可以并处五百元以下罚款。辱骂政府官员情节恶劣、严重扰乱公共秩序的有可能构成寻衅滋事罪。
1	必须死 给我看的气死了 不管谁tm的错！打女人下那么狠的手
1	朱易好意思吗？全程哭丧着脸 是委屈她了？
1	我猩让布朗尼和格洛丽亚奶孙乱伦 我猩它真的 我哭死[泪]
1	第一  我看着走路挺正常的  没到影响正常行走的程度吧  第二  瞎子一看以为是没代排吧  狗仔咋p啊  第三  任豪粉丝说路人小姐姐的指责声音是后期p的  p个屁啊  不听声音难道不能看动作吗  那个小姐姐明显就是在他插队进去之后对前面的人说话了
0	就是特别不要脸 想知道谁把那么详细的流调报告给公布到社会
0	这样的网爆真的很伤害人！这比一直抵制的校园暴力更暴力
1	这不跟讼棍很。很有的一拼么？很早年前，西方国家民间也是这般状态。
0	很多网友们都真挺厉害的 国家zf都不管人家回家的事，你们可以不让人家回家，不是违反规定出来的，你管人家，为啥不能回家，有功夫都先管好自己吧
0	这是抑郁自评表，我做我也能抑郁，这图还用偷？
0	时间要打多久？我想我们不要做决定，过去是由杨笠，以后是由唐婧或尹清红，或者女拳的将来的什么小仙女，由他们去决定，就是说他们要打多久，就打多久，一直打到完全胜利！
1	他妈好像也有病 好恶心啊
1	坏男人太多了，老实女孩出门必备qj，躲家里必备家暴，建议自杀。下辈子投胎做条母狗
0	我爸妈从来没有夸过我
1	关键你有父亲吗？
0	嚣张啊继续啊
1	就这还当什么狗屁领导呢？真真辱没了先人了
1	屎他都不配吃
1	好美的郭嘉
0	张老师思路清晰，我悟了
1	能不能去亖 
0	不要逼死她，她不是强奸犯抢劫犯
1	脑子里全是[一堆屎]
0	稍微刷刷微博也能看见别人骂的多难听昨天疫情热搜一出我点进去就全是骂脏话的，昨天就觉得才刚上热搜就开始网爆了吗，结果今天网爆果然上热搜了
1	这是带着别人大名给书打广告呢？何其不要脸[二哈]
1	女人都是祸害，红颜祸水
0	恨，我想杀了他
1	这个大沙币慕洋犬居然说中国是现在防疫最烂的国家？？？[吐][吐][吐]
1	我还以为莎头妹妹发完视频就亖了原来还会上线拉黑人，既然看得到我的艾特也势必看得到真情侣梦里头你侬我侬，官方认证带头磕的cp不配你剪个视频么[...
0	是自测，问卷形式的，我可以得95分
0	因为校园暴力抑郁症患者飘过
0	算
0	除了语言暴力还有生命危险啊
0	这老师不是人
0	要看被起外号的的人愿不愿意了其实
0	吓人
0	中国人骂中国人
1	吃翔的拥趸记得自己的翔主怎么说的吗？是「三号舰服役那天」。还尼玛要求改呢。为了让你们吃翔改的？给你们吃翔留了遗憾？
0	来看看
0	往事不堪回首
1	那就祝你也被一群喝多了酒的大老爷们互欧吧
1	你在说你妈呢
1	笑吐了九漏鱼吗，就这点文化知识还嘲笑别人大三呢，妹妹高考复读几年了今年又没发挥好？
0	高风险地区为什么要回家？？
1	就是有病，虐杀动物欺负动物不会说话满足自己想杀人的欲望，要不是有法律有舆论这种人早杀人了吧
0	我免疫力不强怎么办
0	我是真烦动不动就中国人这样中国人那样的贴标签，尤其是不好的标签。你们觉得认同麻烦贴自己身上没人管，请不要贴中国人身上。而且回复你也不是什么内斗本性，而是维护自身名誉。
0	还好我不懦弱，会反杀
0	请收下我的膝盖
0	还有精神病
0	咱班数学老师还骂过我神 经 病
0	江山易改，本性难移
0	偷东西本来就是一个学校自己的事情但是学校处置不好社会舆论说一下还要怪男生带节奏吗
0	习惯了
0	我爱你们
0	其实让她重回读下九年义务教育对大家都好，还能放松身心不是吗
0	这里面的话我都被了五句，习惯了麻木了
1	姐姐怎么和野猪宁艺卓一样又丑又肥啊 
0	我掐人中了，你们呢
0	还有一个特点，死都不认错，死都不改
0	小学的时候带着美工刀，现在初中，包里会有小匕首，菜刀之类的
1	这个视频只向全国证明了“女性绝不向恶势力妥协”。只有女性在帮忙反抗！帮助拉架的男性只有烧烤店老板……提倡的所谓“阳刚教育”，就教...
1	哟，老传谣人大便吃了没
1	求求你赶紧被家暴死[双手合十][双手合十][双手合十]
1	好死
1	我只想知道你妈还在不在[悲伤]听说早就没了[泪]
1	这年头真就笑贫不笑娼？ 我永远都喜欢单纯的 善良的 简单的  永远嫉恶如仇爱憎分明 再怎么洗白 发床照 思美人都是事实吧[哇] 
1	好恶心这种男的
0	这种男的真的恶心死了
1	这对夫妇真的好烦啊，晓明哥对前任的态度真是渣
1	疯子
0	我妈全都对我说过。。。。。
0	我能说我妈不但骂我还打我吗
0	她现在视频里说只有她妈妈和她接触过，妈妈好像也在居家隔离... [思考的面孔]
1	欲盖弥彰，拳师总有理由。
0	家长，老师，同学都这样 ，所以以后我渐渐的不喜欢和人交流 
0	自己来发声啊
0	一个疫情看尽人间百态
1	垃圾唐靖
0	天津没疫情大连也不会上桌啊
1	脚部？？？？确定不是脑部受伤嘛
1	穷男又赢了[胜利牌]女人不要陪穷男人熬日子就对了，没有什么苦尽甘来 
0	将队友们的努力置于何地
1	那就代表能代表大多数？按照你的理解，中国还有小姐和强奸犯呢，你也是小姐和强奸犯的后代吗？
1	寂寞的  憋不住了  哈哈
0	这不叫网暴，这是了解情况
1	我想和你娘亲来个传教士[doge]
0	有
1	他俩倒是放假了，回家过年了，跟家人团聚了。我呢？就因为他俩我回不去了，我还不能说？这是什么狗屁圣母道理
1	它们吃的估计是[一堆屎]
1	你是男的女的？这长相确定是模特？像我家收牛奶瓶的阿姨
1	这一刀下去...
1	就这个鬼样还有资格笑人？是不是直播的美颜滤镜蒙蔽了他的狗眼
1	这是个畜生！ 什么？不让讲脏话？好吧那我无话可说了
1	活的奴才
0	河北大学的两个老师：王卫军和王靖云！他们专门欺负学生！
0	孩子放假难道不回家吗，一切以官宣为准
0	你真的很厉害
1	家暴蝻都死干净
0	换做是我我也不制止，我懒得多管闲事，就当看热闹了，拍个视频发到网上还能火，何乐而不为呢？
1	什么时候直播吃250g的[一堆屎] ？
1	自杀你[马脸]啊，傻子营销号
0	个人流调信息泄露遭到网暴，她和家人承受很大压力。
1	那骂男的也就算了，骂女的干嘛？已婚妇女凭什么被她们用各种侮辱性的词汇攻击？不顺从她们的或者有对象的未婚女性凭什么被她们骂“就该被锁链栓起来给男的生三胎”，更别说她们这是在拿女性的悲剧来当作素材攻击别的女性。这是愤怒？我看更像是失心疯吧
1	打拳亲吗都不要了？建种
0	遇事先把水搅浑
0	而且本校学生多说一句 那个时候正是我们期末考陆续结束准备回家的时间 真的不是故意传播病毒 就是早早买好了票规划好了行程而已 我们的通知也是中午发布的 可是这个同学大清早走 她什么都不知道啊
1	胖莎√昨天看到相方被p图屁都不放一个，果然是工具人呢，双标得不行，请放过认清自己内心，做单独的个体不好吗。 
1	骑你Ma。
1	小三恶心，出轨男更恶心
0	你们上午十点接到通知就已经很早了，我们公司也在津南，我8号上午也没看新闻什么的，直到中午十二点那会儿，我都穿戴好了打算出门呢，摸出手机来一看，公司发通知说让我们暂时先在家休息，等待进一步通知，我才知道津南有确诊的了
0	父母只会拿自己的孩子和别人家的孩子做对比
0	怎么网暴他了怎么不说说，自己先玻璃心说被网暴。
1	不要脸 真不要脸！
0	2
0	往事不堪回首
0	这个老师应该被罚一个亿，都不算多
0	???????开幕雷击
1	她没严格按照疫情防控规定提前48小时报备，没做到一人一户居家隔离，让多少医护人员因为她日夜辛苦，让多少人生意再受打击甚至坚持不下去，让多少去年就没回过家的人今年过年还回不去家，见不到亲人。不要说什么只有一套房，没条件可以去酒店，社区会上门检测。但凡她有一点点愧疚都不会出来卖惨。垃圾
1	什么三观啊一有事就是女的怎么怎么不老实 果然男的都是用下半身思考
0	校园暴力，严惩不贷
1	名字很牛p，脑子很s13
0	等等这好像是我们学校，扇巴掌的那个，还蹬过他，其中一个有了好几个男朋友
1	沃日…鸡皮疙瘩都起来了 艹
0	正道的光！
0	我就是，在我正在上小学，就经历过
0	我感觉疫情期间，我最怕的不是被传染，而是被万一感染了被网爆
0	没有ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
1	感觉玻珠私权加了[喜极而泣]感觉博主的精神状态都不太行 不如来磕我们鞋龙绝绝子鸭
1	马都没了还在这儿惨叫啥呢，骂一句就拉黑删除装什么装，难怪你没吗啊[可怜][可怜]
0	我明白你的苦难
0	金博洋，隋文静/韩聪，彭程/金洋，王诗玥/柳鑫宇辛苦了
1	按你的这逻辑，你 妈应该在被 禽 兽入侵的时候，可能是躺平了才换来今天的兽人你吧？[吃瓜]
0	我累了
1	你看见她吃屎了但不能告诉别人，告诉别人你就侵犯名誉权啦。[摊手]
0	333333
1	说没有的都是什么品种的瞎子
0	别人都拒绝你家采访，直接配合cnn黑中国，还帮她洗？
0	刚出来20例的时候流调也写得清清楚楚
0	2，我觉得没什么就取外号就只是好玩而已
0	这根本就不是人好不好
1	所以你为何至今依旧苟活着，作为一个这么有良知的人，不觉得羞愧吗，请速死！
1	你直接感染艾滋病不好吗？
1	蚊子又会吸血又会叫，不管怎么都赶不走，怎么没人以蚊子为原型创作一款贱受 
0	建议废除复杂且众多的法律条款，改为以抑郁症、癌症、不孕不育症等为依据的治理体系
0	通缉犯在逃的时候心理压力也大的，。建议自首
0	反手就打回去，草
0	我上小学的时候被人骑出号大家都知道了然后我就把他们都揍了一顿其十
1	新浪越来越e心了，天天传播明星的事，人家也是人，用的着你们天天这那的，默默的问一句李菲儿是谁谁认识她啊，一天天闲吃萝卜淡操心不是谁的粉，看不惯而已
1	电狗推狗叫什么呢[哈哈]
0	1
1	请你直播吃屎
1	一边私信告状撕逼一边明面说换场地 心眼子全使一个圈里的人身上了 大姐们真的返老还童回到小学
1	这条蛆长这样 网页链接
1	我：你爱你的家人吗？你的爱足以让你为他们而死吗
0	我是女的，一个耳机，抛开事实不谈
1	饱饱你怎么还活着啊吓到我了啊啊啊能不能赔钱啊你怎么还活着 
1	男孩妈十个有九个都是这样……我儿最棒，欺负别的女人反正自己不吃亏。
1	你活不到日后的
1	咎由自取，不能承受也得承受
1	你一个花自己父母钱的小孩在这说吃得起吃不起，什么时候自己赚钱了再出来说话吧
1	这个狗汉奸博主
1	大家能不能多动动员，把超话干大点啊，我真他妈要崩溃了，我真的，我骂了多少次真的，我受不了了，浙大博士素质这么感人？有没有浙大的哥哥姐姐，能不能帮帮忙，...
1	洗地死全家！
1	司马夹头也配碰瓷莫言?就这种货色给莫言提鞋都不配!莫言但凡鸟他一下都是对自己的侮辱! 
1	靠我也好气
0	你非要看她抑郁症才开心吗？被偷的男生都原谅了，你凑啥热闹啊
0	你会改吗？不会的。你生气的时候还是会用原来的方式对我。
0	面上一套 下来一套
0	欲戴王冠必承其重
0	现在只能等官方发行程了
0	气愤根本不是她偷耳机，而是这个学校对男女的双重标准，男的偷东西开除，女的偷就屁事没有
0	（我的名字）综合征
1	用指甲剪一点点剪烂！
0	很多人都自以为自己“正义”，别人的隐私在他们面前一文不值，他们的“正义”高于法律
0	拉胯
1	笑死我了 全微博就你家不要脸啊
0	就是因为地上有个小洞
1	跟广西比的确不土
0	他們也是受害者
1	毕竟公狗是不需要读书的
1	本来查重已经废时间了，tm的查重还要查一次交200，降重也要钱。干，你别想好过
0	前段时间被他们学校女生网暴自杀的男生有过看护？
1	你真的丝了 贱比[鼓掌][鼓掌][鼓掌] 
0	有
0	人工智能计算出来的
0	大大方方承认，另一方也要得饶人处且饶人。
1	起床撒尿顺便看个微博，好家伙 我现在气还没消！！！这男的B屎！！
0	回家是没错，但是他们乱走啊，不知道居家隔离好不好
0	我爸爸妈妈也是
1	感觉有点丝全家 
0	以前别人说你上你行的时候我怂了，因为我上我真的不行。但是这次不一样了，我上我真的也能给国家跳出个1积分。
1	动口可以 但是你动手就是你不对 这道理小学生都知道 你个蠢出生天的玩楞
0	三
1	国男真的没救了，绝种吧
1	害人害己的东西，自有法律惩治
1	死老太婆跟没看见似的
0	雀食这年头不得个抑郁症都不好意思说自己是正常人
1	天啊Teddy朴辰成pcc机长泰[重除法标志]你[钥匙盖数字四]不[钥匙盖数字四]啊 
0	昨天我妈狠狠地扇了我一个巴掌，我耳朵边上的软骨断了。我不知道两个互相咒骂去死的人，怎么还可以假装没事和好“如初”
0	笑飞了，这怎么也能吵开
1	任不如[狗脸]系列
0	为啥会有那么多闲人想着去找人家？
1	任桑，咋还在中国呢
1	？你没爸吧
1	温酒鸡上分，火箭队永远的神
0	可能吗？
0	骂回去
1	男的在tb打的拳还少吗，建议极端男女拳一起死捏
0	真的是往事不堪回首
1	这批应该剁手
1	你这个眼里只有流量的互联网乞丐，哈哈
0	我初中的时候有一次不小心惹上了高年级，然后我们班的人帮我和那些高年级说话了
0	遇到过这种事情，我直接给他了一巴掌。我管他的呢，我揍就对了。草，谁还没当过校霸呀。
0	一副觉得自己很懂的样子，搁这装你[马脸]呢？你是不是狗眼看人低？你喜欢窝里斗？还是你不是中国人？
0	失败的家庭教育
1	我妈也是这种女人，首先她觉得女孩一定要嫁人，嫁个垃圾也比不嫁人好，其次，嫁人后一定要马上生孩子，而且要生男孩子，不吃亏（完全不懂为啥男孩子不吃亏），再然后不管发生什么，能不理婚就不离婚。
1	书大概读狗肚子里去了
1	就因为个例英雄就变成苍蝇？人性本恶人人都是苍蝇
1	弟弟这么小，你不知道让着他吗？！
1	浸猪笼！骑木驴！
0	可是她也没有做到她口中说的居家隔离啊，要真是居家隔离怎么会有那么多区被封？我没在网上看过骂他的，倒是是要将心比，可她满嘴谎言岂不是把大连推到了风口浪尖上？？？？
1	这男的是不是鸭店出来的
0	我想知道谁网暴他了，他离开天津之前不就已经统计在津人员的移动场所了吗，他自己去过哪里心里一点数没有吗？
0	同款英语老师谢谢h h h
0	我上次这么生气还是女排的王女士 能力不够退位让贤谢谢了,多的咱也不说了
0	习惯了，就好了
1	我视频都不敢看完看到开头那里妈妈保护宝宝把他拉一边就看不下去了，这种男人怎么还活着啊
0	身份证号都被人发网上了还没网暴呢
1	什么畜牲都不如的东西[满脸汗水]
1	果然你是包皮垢吃多了得梅毒入脑三期 不愧是吐槽鬼的耗材[思考]所以你没有证据就这样送？不愧是铁粉
0	1
1	我是笑像你这种抬杠的挱√一天天的到处讨骂 丝麻了是吧[偷笑]
1	金针菇赶紧自杀啊不然怎么解放自己[泪]
0	女单比赛不会是她上吧
1	怎么看？我看她以死谢罪
0	别消极，我信你可以更好
0	提这个你是想让我们拖你两年？
0	我一直以为我是错的，他们是对的，知道我去看心理医生。。。
1	拉几就别出来找存在感了[可怜]
1	这母亲十有八九是岳母，丈夫这么渣铁定是惯的，全家都是垃圾东西[倒立脸]
0	偷人家检查报告?
0	过分了！
1	喜欢揪着这个事就自己开词条去 别他妈搁着膈应人
0	有
0	是个人都知道，居家隔离难执行，这应该怪谁？反正不怪普通人。不是每个普通人都能搞到独居的房子，他们不过是按要求在家里待着罢了，这也能挨骂
0	主要是这个学生没有按照要求居家隔离。她居家期间，亲属随意进出她家，并且父母正常在上班。
1	冰寒小jb、简狗jb、视觉bank、你们仨被我的狗干死妈的夹尾巴狗，一台宾利就被踩到狗尾巴的废物继续叫！当初你妈做鸡给你个废物赚奶粉钱算落入世俗吗？真你妈以为自...
0	虽然疫情已经两三年，但还有很多人体会不到疫情在身边是什么感受，虽然网络消息很流通，但从没在过高中风险地区，很难体会从高中风险地区回来人的心情，居家隔离家人很难不出门，不出门谁挣钱？怎么吃饭？家里只有自己不得不出门怎么办？每次去做核酸都得跑大老远怎么办？谁都不想感染，但生活还是得过
0	能救自己的只有自己
0	什么叫居家隔离，她在家里，家人进出，这TM的叫居家隔离？隔离个寂寞。
1	长你这司马样也能当鸭吗 看你的币脸已经被轮残了吧 一脸肛瘘样[可怜]豹老头:双面人[doge]
1	错误 是给你爸妈碎尸炸尸块用的 尸油太多都爆出来溅到我脸上了最右这个剑货给自己全家点蜡捏[馋嘴][馋嘴][馋嘴][馋嘴]哇 咁难受...
1	这种就是恨国蛆吧无语了
1	您亲妈身为劣质鸡一再被扫黄队打击虽然让人觉得不幸但物竞天择适者生存一直是鸡圈的规则本人深知您亲妈不幸但对于您亲妈搔首弄姿之态未留...
0	天津大学生，不是天津大学学生啊到底这个问题还要强调多少遍，自从上大学一来，我说我是天津大学的，有多少人问我是天津哪个大学的
0	我反对网曝，但是网曝也暴露出来他俩一些自我约束的不足，目前一次核酸阴性不能证明就不是感染者，而回家后看到报道天津疫情，作为大学生要有自觉，居家安全隔离，而不能存侥幸心理。网曝发生，除了哭惨，更应警示，已然发生，扛住这些，对自己何尝不是另一种成长。追究责任，深究自身……
1	这男的该死
0	我告诉我妈之后我妈让我打回去
1	林孝埈粉丝，觉得贰臣贼子，还是厚颜无耻，用来形容林孝埈不妥？ 
1	郑渊洁你屁股擦干净了没？到这里来评论别人？是谁教你的好大儿扎避孕套来让女性怀孕的？几年不见你又成为了德高望重的老...
1	双标母狗也怕社死么？
0	朱易的花滑看着让人浑身发紧……只有动作没有延伸没有美感  好 现在连动作都没了 真的裂开
0	玩笑，玩笑，这么多玩笑
1	真他妈恶心[恶心的脸]
0	她每次要跳了都停下来 真的不流畅
1	够你妈用！
0	第一时间好评
1	你是个什么东西开始装起来了呢？呕你妈呢？它未取得真正证据的时候爆人家男生你出来说话了吗，要是没有证据这个男生会怎么办？事后还互相道歉即可我想说这个男生有什么错？就因为它是女的就这么简单放过它？
0	我小学也有个同学是因为老师骂人自杀
0	唯一杀人不犯法的方式：语言
1	美院又不需要700多分才能进去，中国女人本来就少了，求求多留一个子宫给男人用啊
1	鱼钓到了，妈没了，这值吗？
0	往事不堪回首
0	隐私保护真的不受重视，偷拍裙底的，偷拍更衣室的也没事，流调隐私就更不会引起重视了……
0	许耗子
0	我很惨，我在幼儿园就发生了。
1	还有谭延桐那个畜牲怎么处理
1	屁用没有的屁话
0	这个世界从来没爱过我，我对他也一样。
0	经历过
0	在说别人家孩子的时候还是先看看别人父母和老师是怎么做的吧
1	脑瘫玩意
0	居然只有2个
0	他要是真居家隔离了，白天上热搜的就不会是大连泉水了，这家伙还来倒打一耙了
0	网爆固然是错 但八号天津已经报告 你得知以后怕不能回家过年赶紧做核酸回来了吧不老老实实在家呆着 .......！
